17.46060934	0.199922758
17.43333998	0.199882429
17.39698083	0.199846532
17.36062168	0.199801329
17.3424421	0.19975236
17.29699316	0.199687882
17.27881359	0.199627614
17.21518508	0.199556934
17.17882593	0.199479606
17.11519741	0.199378574
17.06974847	0.199277763
17.02429954	0.199161443
16.9788506	0.199051105
16.91522208	0.198928804
16.87886293	0.198796533
16.81523442	0.198645874
16.74251612	0.198492999
16.6879774	0.198336358
16.64252846	0.198177058
16.56072037	0.198000034
16.48800207	0.197823011
16.42437356	0.19763491
16.36074504	0.197440606
16.28802674	0.197240098
16.23348802	0.197034052
16.15167993	0.196804965
16.06987184	0.196579644
16.01533311	0.196339036
15.93352503	0.196097986
15.86080672	0.195836996
15.79717821	0.195586197
15.70628034	0.195306375
15.61538246	0.195045607
15.54266416	0.194753157
15.45176628	0.194472006
15.36086841	0.194163826
15.26997053	0.193880903
15.19725223	0.193539713
15.08817478	0.193192319
14.9972769	0.192894331
14.91546882	0.192544279
14.82457094	0.192216603
14.71549349	0.191853258
14.6336854	0.191499661
14.53369774	0.191129227
14.43371007	0.190760122
14.32463262	0.19037285
14.23373475	0.190002415
14.12465729	0.18960185
14.02466963	0.189211919
13.91559218	0.188790751
13.80651473	0.188389964
13.70652707	0.187949521
13.59744961	0.187532118
13.47019259	0.187077274
13.37929471	0.186643034
13.27930705	0.18618243
13.16113981	0.185732017
13.04297257	0.185249479
12.93389512	0.184791976
12.81572788	0.184292823
12.68847086	0.183823578
12.58848319	0.183308916
12.46122617	0.182828373
12.34305893	0.182295987
12.22489169	0.181799714
12.10672445	0.181252927
11.97946742	0.180743583
11.87038997	0.180184833
11.72495337	0.179659094
11.61587592	0.179080183
11.47952911	0.178541372
11.37954144	0.177948504
11.24319463	0.177402604
11.1159376	0.17679888
10.98868058	0.17622285
10.85233376	0.175609599
10.72507674	0.175024042
10.59781971	0.174390631
10.47056268	0.173790451
10.34330566	0.173155711
10.21604863	0.17254379
10.07970182	0.171887559
9.934265216	0.171265446
9.797918402	0.170595923
9.670661376	0.169951877
9.534314562	0.169267289
9.407057536	0.168613938
9.27980051	0.16792514
9.143453696	0.167261376
8.988927307	0.166561944
8.852580493	0.16587381
8.725323467	0.165158648
8.607156228	0.16445412
8.461719626	0.163735191
8.316283025	0.163012496
8.179936211	0.162279832
8.025409822	0.16155182
7.916332371	0.16080121
7.77089577	0.160054144
7.634548956	0.159287805
7.498202142	0.158532542
7.334585965	0.157758227
7.216418727	0.156990558
7.080071913	0.156213805
6.943725099	0.155424646
6.798288498	0.154642576
6.671031471	0.153830154
6.52559487	0.153027481
6.380158268	0.152210185
6.243811455	0.151413936
6.098374853	0.150578917
5.962028039	0.149768932
5.834771013	0.148915746
5.689334412	0.148091804
5.54389781	0.147233743
5.407550996	0.146394293
5.262114395	0.145518951
5.116677793	0.144671525
4.989420767	0.143787322
4.853073953	0.142924166
4.698547564	0.142032873
4.589470113	0.141161077
4.434943724	0.140260479
